municipio_ine	localidad	codigo_postal
15071	VILAR (SAN PEDRO DE BAROÑA-PORTO DO SON)	15979
15065	ANGUEIRA DE SUSO (SANTA MARÍA DE CRUCES-PADRÓN)	15980
15065	CRUCES (SANTA MARIA)	15980
15065	ESCLAVITUD (SANTA MARÍA DE CRUCES-PADRÓN)	15980
15074	FRANCELOS (SANTA MARIÑA DE RIBASAR-ROIS)	15980
15065	PEDROSO SUR (SANTA MARÍA DE CRUCES-PADRÓN)	15980
15065	POLIGONO INDUSTRIAL PICARAÑA	15980
15065	PRADA (SANTA MARÍA DE CRUCES-PADRÓN)	15980
15074	RIBASAR (SANTA MARIÑA)	15980
15074	SISTO, O (SANTA MARIÑA DE RIBASAR-ROIS)	15980
15074	SORRIBAS (SANTO TOME)	15980
15074	XIAXE  (SAN TOMÉ DE SORRIBAS-ROIS)	15980
15033	DODRO	15981
15033	DODRO (SANTA MARIA) (PADRON)	15981
15033	IGREXA DE DODRO, A (SANTA MARÍA DE DODRO-DODRO)	15981
15033	LAIÑO (SAN XIAN)	15981
15033	REVIXÓS	15981
15033	TARRIO (SAN XIÁN DE LAIÑO-DODRO)	15981
15033	VIGO (SANTA MARÍA DE DODRO-DODRO)	15981
15033	BEXO	15982
15033	IMO	15982
15033	SAN XOAN DE LAIÑO (SAN XOAN)	15982
15033	TEAIO	15982
15072	ISORNA (SANTA MARIA)	15983
15072	QUINTANS (ISORNA)	15983
15072	REGUEIRO, O (SANTA MARÍA DE ISORNA-RIANXO)	15983
15072	VACARIZA, A (SANTA MARÍA DE ISORNA-RIANXO)	15983
15072	ARAÑO, O (SANTA BAIA)	15984
15072	ASADELOS (SANTA MARÍA DE ASADOS-RIANXO)	15984
15072	ASADOS (SANTA MARIA)	15984
15072	ATALAIA, A (ASADOS)	15984
15072	BUIA (SANTA BAIA DE ARAÑO-RIANXO)	15984
15072	BURES (SANTA MARÍA DE ASADOS-RIANXO)	15984
15072	CAPELA, A (SANTA BAIA DE ARAÑO-RIANXO)	15984
15072	CONTRES (SANTA BAIA DE ARAÑO-RIANXO)	15984
15072	MARQUESA, A (SANTA MARÍA DE ASADOS-RIANXO)	15984
15072	MIRANS, AS (SANTA BAIA DE ARAÑO-RIANXO)	15984
15072	MONTE GRANDE (SANTA MARÍA DE ASADOS-RIANXO)	15984
15072	SOMOZA (SANTA MARÍA DE ASADOS-RIANXO)	15984
15072	SUIGLESIA (SANTA MARÍA DE ASADOS-RIANXO)	15984
15072	TRABA (SANTA BAIA DE ARAÑO-RIANXO)	15984
15072	XENS, OS (SANTA BAIA DE ARAÑO-RIANXO)	15984
15072	BURATO, O	15985
15072	CARTOMIL (SAN SALVADOR DE TARAGOÑA-RIANXO)	15985
15072	CHORENTE (SAN SALVADOR DE TARAGOÑA-RIANXO)	15985
15072	FACHAN (SAN SALVADOR DE TARAGOÑA-RIANXO)	15985
15072	FONTE SUSAN (SAN SALVADOR DE TARAGOÑA-RIANXO)	15985
15072	IGLESIA, A (SAN SALVADOR DE TARAGOÑA-RIANXO)	15985
15072	OUROLO	15985
15072	OUTEIRO (TAGAOÑA)	15985
15072	TARAGOÑA (SAN SALVADOR)	15985
15011	BEALO (SAN PEDRO)	15990
15011	BELUSO (SAN PEDRO DE BEALO-BOIRO)	15990
15011	CESPON (SAN VICENZO)	15990
15011	COMBA (SAN VICENZO DE CESPÓN-BOIRO)	15990
15011	FERREIROS (SAN VICENZO DE CESPÓN-BOIRO)	15990
15011	PUENTE BELUSO (SAN PEDRO DE BEALO-BOIRO)	15990
15011	REBOREDO (SAN VICENZO DE CESPÓN-BOIRO)	15990
15011	SAN ROQUE (SAN VICENZO DE CESPÓN-BOIRO)	15990
15011	SANDRENZO (SAN VICENZO DE CESPÓN-BOIRO)	15990
15011	TREITES (SAN VICENZO DE CESPÓN-BOIRO)	15990
15011	NINE	15991
15011	VILARIÑO (CESPON)	15991
15011	ESCARABOTE	15992
15011	ESCARABOTIÑO	15992
15011	GOYANES (SANTIAGO DE LAMPÓN-BOIRO)	15992
15011	LAMPON (SANTIAGO)	15992
15011	MADANELA, A (LAMPON)	15992
15011	MAGDALENA (SANTIAGO DE LAMPÓN-BOIRO)	15992
15011	PERALTO	15992
15073	MUIÑOS (SAN MARTIÑO DE OLEIROS-RIBEIRA)	15993
15073	OLEIROS (RIBEIRA)	15993
15073	OLEIROS (SAN MARTIÑO)	15993
15071	BASOÑAS (SAN PEDRO DE MURO-PORTO DO SON)	15994
15071	CARBALLOSA (MURO)	15994
15071	SAN PEDRO DE MURO (SAN PEDRO)	15994
15071	SANTA CLARA DE NOVAS (SAN PEDRO DE MURO-PORTO DO SON)	15994
15071	SERANS (SAN PEDRO DE MURO-PORTO DO SON)	15994
15071	AGRA, A (SANTA MARIÑA DE XUÑO-PORTO DO SON)	15995
15071	CURRO, O (SANTA MARIÑA DE XUÑO-PORTO DO SON)	15995
15071	LARANGA (SANTA MARIÑA DE XUÑO-PORTO DO SON)	15995
15071	XUÑO (SANTA MARIÑA)	15995
15071	CAAMAÑO	15996
15071	CAAMAÑO (SANTA MARIA)	15996
15071	RIBASIEIRA (SAN FINS)	15996
15071	QUEIRUGA (PORTO DO SON)	15998
15071	QUEIRUGA (SANTO ESTEVO)	15998
15071	TARELA (SANTO ESTEVO DE QUEIRUGA-PORTO DO SON)	15998
15071	TARRIO (QUEIRUGA)	15998
15071	BENESO (SAN SADURNIÑO DE GOIANS-PORTO DO SON)	15999
15071	CAMPANARIO, O (SAN SADURNIÑO DE GOIANS-PORTO DO SON)	15999
15071	FREIXEDO (SAN SADURNIÑO DE GOIANS-PORTO DO SON)	15999
15071	GOIANS (SAN SADURNIÑO)	15999
15071	MARIÑO, O (SAN SADURNIÑO DE GOIANS-PORTO DO SON)	15999
15071	MIÑORTOS (SAN MARTIÑO)	15999
15071	PORTOSIN	15999
15071	SILVA, A (SAN SADURNIÑO DE GOIANS-PORTO DO SON)	15999
16078	CUENCA	16001
16078	CUENCA	16002
16078	CUENCA	16003
16078	CUENCA	16004
16078	CUENCA	16070
16078	CUENCA	16071
16078	CUENCA	16080
16236	VALVERDE DE JUCAR	16100
16004	ALBALADEJO DEL CUENDE	16111
16273	VILLAVERDE Y PASACONSOL	16111
16902	BAÑOS DE VALDEGANGA	16112
16152	PARRA DE LAS VEGAS, LA	16113
16039	BUENACHE DE ALARCON	16114
16029	BARCHIN DEL HOYO	16118
16104	HONTECILLAS	16118
16142	OLMEDILLA DE ALARCON	16118
16161	PIQUERAS DEL CASTILLO	16118
16903	VALERA DE ABAJO	16120
16083	CASTELLAR, EL	16122
16902	TORTOLA	16122
16902	VALDEGANGA DE CUENCA	16122
16905	ARCAS	16123
16905	VILLAR DEL SAZ DE ARCAS	16123
16245	VILLALBA DE LA SIERRA	16140
16022	ARCOS DE LA SIERRA	16141
16070	CASTILLEJO-SIERRA	16141
16084	FRESNEDA DE LA SIERRA	16141
16163	PORTILLA	16141
16121	MAJADAS, LAS	16142
16909	COLLADOS	16143
16122	MARIANA	16143
16909	SOTOS	16143
16085	FRONTERA, LA	16144
16909	RIBAGORDA	16144
16909	VILLASECA	16144
16909	PAJARES	16145
16909	RIBATAJADA	16145
16909	RIBATAJADILLA	16145
16909	TORRECILLA	16145
16078	VALDECABRAS	16146
16280	ZARZUELA	16146
16245	SITIO DE SAN ANTONIO	16147
16122	VENTORRO CHAFE	16147
16215	TRAGACETE	16150
16239	VEGA DEL CODORNO	16150
16031	BEAMUD	16152
16107	HUELAMO	16152
16219	UÑA	16152
16224	VALDEMECA	16152
16148	PALOMARES DEL CAMPO	16160
16211	TORREJONCILLO DEL REY	16161
16211	VILLAR DEL AGUILA	16161
16211	HORCAJADA DE LA TORRE	16162
16211	NAHARROS	16162
16211	VILLAR DEL HORNO	16162
16023	CHILLARON DE CUENCA	16190
16904	NAVALON	16190
16904	SOTOCA	16190
16904	VILLAR DEL SAZ DE NAVALON	16190
16023	ARCOS DE LA CANTERA	16191
16030	BASCUÑANA DE SAN PEDRO	16191
16904	FUENTESCLARAS DEL CHILLARON	16191
16078	NOHALES	16191
16254	NOHEDA	16191
16078	TONDOS	16191
16040	BUENACHE DE LA SIERRA	16192
16149	MOLINOS DEL PAPEL	16192
16149	PALOMERA	16192
16089	FUENTES	16193
16078	MELGOSA, LA	16193
16078	MOHORTE	16193
16089	ZOMAS, LAS	16193
16078	COLLIGA	16194
16078	COLLIGUILLA	16194
16904	JABAGA	16194
16078	VILLANUEVA DE LOS ESCUDEROS	16194
16001	ABIA DE OBISPALIA	16195
16110	HUERTA DE LA OBISPALIA	16195
16019	POVEDA OBISPALIA	16195
16263	VILLAREJO SECO	16195
16211	VILLAREJO SOBREHUERTA	16195
16263	BARBALIMPIA	16196
16263	VILLAR DE OLALLA	16196
16134	MOTILLA DEL PALANCAR	16200
16042	CAMPILLO DE ALTOBUEY	16210
16158	PICAZO, EL	16211
16908	POZOSECO	16212
16908	RUBIELOS ALTOS	16212
16908	RUBIELOS BAJOS	16212
16003	ALARCON	16214
16092	GABALDON	16214
16231	VALHERMOSO DE LA FUENTE	16214
16237	VALVERDEJO	16214
16017	ALMODÓVAR DEL PINAR	16215
16081	CHUMILLAS	16216
16141	OLMEDA DEL REY	16216
16199	SOLERA DE GABALDÓN	16216
16903	VALERÍA	16216
16175	QUINTANAR DEL REY	16220
16251	VILLANUEVA DE LA JARA	16230
16251	CASAS DE SANTA CRUZ	16234
16113	INIESTA	16235
16244	VILLAGARCIA DEL LLANO	16236
16118	LEDAÑA	16237
16244	CASAS DEL OLMO	16238
16066	CASASIMARRO	16239
16155	PERAL, EL	16240
16068	CASTILLEJO DE INIESTA	16250
16096	GRAJA DE INIESTA	16251
16125	MINGLANILLA	16260
16157	PESQUERA, LA	16269
16174	PUEBLA DEL SALVADOR	16269
16248	VILLALPARDO	16270
16271	VILLARTA	16280
16113	ALCAHOZO	16290
16098	HERRUMBLAR, EL	16290
16052	CAÑETE	16300
16036	BONICHES	16311
16043	CAMPILLOS-PARAVIENTOS	16311
16088	FUENTELESPINO DE MOYA	16311
16109	HUERGUINA	16311
16093	GARABALLA	16312
16097	HENAREJOS	16312
16014	ALIAGUILLA	16313
16008	ALCALA DE LA VEGA	16315
16008	CUBILLO, EL	16315
16044	CAMPILLOS-SIERRA	16316
16111	HUERTA DEL MARQUESADO	16316
16115	LAGUNA DEL MARQUESADO	16316
16227	VALDEMORO-SIERRA	16316
16187	SALINAS DEL MANZANO	16317
16205	TEJADILLOS	16317
16278	ZAFRILLA	16317
16189	CASAS NUEVAS	16318
16189	HOYA DEL PERAL	16318
16189	SALVACAÑETE	16318
16202	TALAYUELAS	16320
16202	CASILLAS DE RANERA	16321
16117	LANDETE	16330
16194	OLMEDA, LA	16336
16194	RINCONADAS, LAS	16336
16194	SANTA CRUZ DE MOYA	16336
16135	PEDRO IZQUIERDO	16337
16135	SANTO DOMINGO DE MOYA	16337
16013	ALGARRA	16338
16135	ARRABAL, EL	16338
16062	CASAS DE GARCIMOLINA	16338
16135	HUERTOS, LOS	16338
16095	GRAJA DE CAMPALBO	16339
16194	HIGUERUELAS, LAS	16339
16117	MANZANERUELA	16339
16046	CAÑADA DEL HOYO	16340
16074	CIERVA, LA	16340
16225	VALDEMORILLO DE LA SIERRA	16340
16055	CARBONERAS DE GUADAZAÓN	16350
16024	ARGUISUELAS	16360
16131	MONTEAGUDO DE LAS SALINAS	16360
16192	SAN MARTIN DE BONICHES	16370
16258	VILLAR DEL HUMO	16370
16137	NARBONETA	16371
16274	VILLORA	16371
16082	ENGUIDANOS	16372
16082	SALTO DE VILLORA	16372
16056	CARDENETE	16373
16150	PARACUELLOS DE LA VEGA	16373
16276	YEMEDA	16373
16146	PAJARON	16390
16147	PAJARONCILLO	16390
16177	REILLO	16390
16126	MIRA	16393
16203	TARANCON	16400
16106	HORCAJO DE SANTIAGO	16410
16086	FUENTE DE PEDRO NAHARRO	16411
16002	ACEBRON, EL	16412
16212	TORRUBIA DEL CAMPO	16413
16167	POZORRUBIO	16414
16249	VILLAMAYOR DE SANTIAGO	16415
16100	HINOJOSOS, LOS	16417
16016	ALMENDROS	16420
16270	VILLARRUBIO	16420
16103	HONTANAYA	16421
16172	PUEBLA DE ALMENARA	16421
16216	TRESJUNCOS	16422
16145	OSA DE LA VEGA	16423
16186	SAELICES	16430
16018	ALMONACID DEL MARQUESADO	16431
16264	VILLAREJO DE FUENTES	16432
16012	ALCONCHEL DE LA ESTRELLA	16433
16253	VILLAR DE CAÑAS	16433
16129	MONTALBANEJO	16434
16099	HINOJOSA, LA	16435
16130	MONTALBO	16440
16101	HITO, EL	16441
16269	VILLARES DEL SAZ	16442
16073	CERVERA DEL LLANO	16444
16181	ROZALEN DEL MONTE	16452
16217	TRIBALDOS	16452
16218	UCLES	16452
16027	BARAJAS DE MELO	16460
16119	LEGANIEL	16461
16185	SACEDA TRASIERRA	16463
16010	ALCÁZAR DEL REY	16464
16108	HUELVES	16465
16151	PAREDES	16465
16032	BELINCHON	16470
16027	VALDERRIOS	16470
16279	ZARZA DE TAJO	16470
16112	HUETE	16500
16173	GARCINARRO	16510
16173	MAZARULLEQUE	16510
16240	VELLISCA	16510
16041	BUENDIA	16512
16173	JABALERA	16512
16041	PANTANO DE BUENDIA	16512
16112	MONCALVILLO DE HUETE	16520
16112	VALDEMORO DEL REY	16521
16162	PORTALRUBIO DE GUADAMEJUD	16522
16206	TINAJAS	16522
16250	VILLANUEVA DE GUADAMEJUD	16531
16094	GASCUEÑA	16532
16156	PERALEJA, LA	16532
16112	SACEDA DEL RIO	16532
16246	VILLALBA DEL REY	16535
16011	ALCOHUJATE	16537
16051	CAÑAVERUELAS	16537
16112	BONILLA	16540
16112	CARACENILLA	16540
16112	VERDELPINO DE HUETE	16540
16112	CASTILLEJO DEL ROMERAL	16541
16160	PINEDA DE GIGUELA	16541
16906	VALDECOMENAS DE ABAJO	16541
16906	VALDECOMENAS DE ARRIBA	16541
16265	VILLAREJO DE LA PEÑUELA	16541
16910	CUEVAS DE VELASCO	16542
16910	VILLAR DEL MAESTRE	16542
16112	LANGA, LA	16550
16901	LORANCA DEL CAMPO	16550
16901	OLMEDILLA DEL CAMPO	16550
16901	VALPARAISO DE ABAJO	16550
16901	VALPARAISO DE ARRIBA	16550
16901	CARRASCOSA DEL CAMPO	16555
16190	SAN CLEMENTE	16600
16061	CASAS DE FERNANDO ALONSO	16610
16064	CASAS DE HARO	16611
16065	CASAS DE LOS PINOS	16612
16065	CASAS DE ROLDAN	16612
16065	ESTESOS, LOS	16612
02081	VENTAS DE ALCOLEA	16612
16007	ALBERCA DE ZANCARA, LA	16620
16195	SANTA MARIA DEL CAMPO RUS	16621
16159	PINAREJO	16622
16072	CASTILLO DE GARCIMUÑOZ	16623
16133	MOTA DEL CUERVO	16630
16153	PEDERNOSO, EL	16638
16196	SANTA MARIA DE LOS LLANOS	16639
16033	BELMONTE	16640
16247	VILLALGORDO DEL MARQUESADO	16646
16087	FUENTELESPINO DE HARO	16647
16243	VILLAESCUSA DE HARO	16647
16255	VILLAR DE LA ENCINA	16648
16058	CARRASCOSA DE HARO	16649
16128	MONREAL DEL LLANO	16649
16176	RADA DE HARO	16649
16124	MESAS, LAS	16650
16154	PEDROÑERAS, LAS	16660
16171	PROVENCIO, EL	16670
16198	SISANTE	16700
16060	CASAS DE BENITEZ	16707
16060	LOSA, LA	16707
16063	CASAS DE GUIJARRO	16708
16166	POZO AMARGO	16708
16238	SIMARRO, EL	16709
16238	VARA DE REY	16709
16238	VILLAR DE CANTOS	16709
16026	ATALAYA DEL CAÑAVATE	16710
16204	TEBAR	16710
16047	CAÑADA JUNCOSA	16720
16102	HONRUBIA	16730
16049	CAÑAVATE, EL	16738
16213	TORRUBIA DEL CASTILLO	16739
16015	ALMARCHA, LA	16740
16139	OLIVARES DE JUCAR	16760
16191	SAN LORENZO DE LA PARRILLA	16770
16269	CONGOSTO, EL	16771
16266	VILLAREJO-PERIESTEBAN	16771
16277	ZAFRA DE ZÁNCARA	16771
16034	BELMONTEJO	16779
16019	ALTAREJOS	16780
16132	MOTA DE ALTAREJOS	16780
16083	FRESNEDA DE ALTAREJOS	16781
16170	PRIEGO	16800
16006	ALBENDEA	16812
16009	ALCANTUD	16812
16020	ARANDILLA DEL ARROYO	16812
16169	POZUELO, EL	16812
16275	VINDEL	16812
16188	SALMERONCILLOS DE ABAJO	16813
16188	SALMERONCILLOS DE ARRIBA	16813
16193	SAN PEDRO PALMICHES	16813
16228	VALDEOLIVAS	16813
16259	VILLAR DEL INFANTADO	16813
16254	VILLAR DE DOMINGO GARCIA	16840
16005	ALBALATE DE LAS NOGUERAS	16841
16209	TORRALBA	16842
16272	BOLLIGA	16843
16272	CULEBRAS	16843
16272	FUENTESBUENAS	16843
16272	VALDECAÑAS	16843
16272	VENTOSA, LA	16843
16272	VILLAREJO DEL ESPARTAL	16843
16050	CAÑAVERAS	16850
16038	BUCIEGAS	16851
16140	OLMEDA DE LA CUESTA	16852
16143	OLMEDILLA DE ELIZ	16853
16071	CASTILLO-ALBARAÑEZ	16854
16025	ARRANCACEPAS	16855
16067	CASTEJON	16856
16045	CANALEJAS DEL ARROYO	16857
16242	VILLACONEJOS DE TRABAQUE	16860
16035	BETETA	16870
16116	LAGUNASECA	16878
16123	MASEGOSA	16878
16165	POYATOS	16878
16197	SANTA MARIA DEL VAL	16878
16057	CARRASCOSA	16879
16079	CUEVA DEL HIERRO	16879
16035	TOBAR, EL	16879
16234	VALSALOBRE	16879
16048	CAÑAMARES	16890
16091	FUERTESCUSA	16890
16053	HUERTA DE LOS MAROJALES	16890
16053	CAÑIZARES	16891
16057	SANTA CRISTINA	16891
16053	PUENTE DE VADILLOS	16892
16035	SOLAN DE CABRAS	16893
17079	GIRONA	17001
17079	GIRONA	17002
17079	GIRONA	17003
17079	GIRONA	17004
17079	GIRONA	17005
17079	GIRONA	17006
17079	GIRONA	17007
17079	GIRONA	17070
17079	GIRONA	17071
17079	GIRONA	17080
17022	BISBAL D'EMPORDA, LA	17100
17902	FONTETA	17110
17902	SANT CLIMENT DE PERALTA	17110
17902	SANTA SUSANA DE PERALTA	17110
17902	VULLPELLAC	17111
17902	CANAPOST	17113
17902	PERATALLADA	17113
17205	ULLASTRET	17114
17022	CASTELL D'EMPORDA	17115
17901	CRUILLES	17116
17901	SANT MIQUEL DE CRUILLES	17117
17901	SANT SADURNI DE L'HEURA	17118
17057	CAÇA DE PELRAS	17120
17130	PEDRINYA (AJUNTAMENT LA PERA)	17120
17130	PERA, LA	17120
17130	PUBOL	17120
17130	RIURAS	17120
17057	CASAVELLS	17121
17057	CORÇA	17121
17057	MATAJUDAICA	17121
17901	MONELLS	17121
17197	TORRENT	17123
17117	LLOFRIU	17124
17062	CINCLAUS	17130
17062	EMPURIES	17130
17062	ESCALA, L'	17130
17199	MONTGO	17130
17153	RUPIA	17131
17068	FOIXA	17132
17126	FONOLLERES	17133
17126	PARLAVA	17133
17068	SALA, LA	17133
17191	SANT ISCLE D'EMPORDA	17133
17191	SERRA DE DARO	17133
17203	ULTRAMORT	17133
17195	CANET DE LA TALLADA	17134
17195	MARANYA	17134
17195	TALLADA D'EMPORDA, LA	17134
17195	TOR	17134
17004	ALBONS	17136
17217	PALABORRELL	17137
17210	PELACALÇ	17137
17217	VILADAMAT	17137
17204	ULLA	17140
17018	BELLCAIRE D'EMPORDA	17141
17199	SOBRESTANY	17141
17211	VERGES	17142
17085	JAFRE	17143
17055	COLOMERS	17144
17163	SANT GREGORI (MUNICIPIO)	17150
17163	GINESTAR	17151
17163	SANTA AFRA	17151
17172	LLORA	17152
17172	GRANOLLERS DE ROCACORBA	17153
17172	SANT MARTI DE LLEMENA	17153
17183	SANT ANIOL DE FINESTRES	17154
17183	SANT ESTEVE DE LLEMANA	17154
17008	ANGLES	17160
17008	MINES DEL SANT PARE, LES	17160
17116	COLONIA DE LES MINES	17161
17116	OSOR	17161
17116	SANT MIQUEL DE TER	17161
17020	BESCANO	17162
17020	MONTFULLA	17162
17020	VILANNA	17162
17163	CONSTANTINS	17164
17903	SANT JULIA DEL LLOR I BONMATI	17164
17189	CELLERA DE TER, LA	17165
17194	COLL, EL (AYTO SUSQUEDA)	17166
17189	PASTERAL, EL	17166
17194	SUSQUEDA	17166
17007	AMER	17170
17194	SANT MARTI SACALM	17171
17133	ENCIES, LES	17172
17133	PLANES D'HOSTOLES, LES	17172
17133	COGOLLS	17173
17161	SANT FELIU DE PALLEROLS	17174
17161	SANT ISCLE DE COLLTORT	17174
17161	SANT MIQUEL DE PINEDA	17175
17207	JOANETES	17176
17207	SANT ESTEVE D'EN BAS	17176
17207	VEINAT DE CAN TRONA	17176
17207	FALGARS D'EN BAS	17177
17207	HOSTALETS D'EN BAS, ELS	17177
17139	BOSCDETOSCA	17178
17207	MALLOLL, EL	17178
17139	PRESES, LES	17178
17207	PUIGPARDINES	17178
17139	SANT MIQUEL DE CORB	17178
17207	SANT PRIVAT D'EN BAS	17178
17207	PINYA, LA	17179
17149	RIUDAURA	17179
17215	PERELLO, EL	17180
17215	VILABLAREIX	17180
17002	AIGUAVIVA	17181
17002	MARROCS	17181
17020	ESTANYOL	17182
17233	SANT DALMAI	17183
17233	SALITJA	17184
17233	AEROPORT DE GIRONA - COSTA BRAVA	17185
17233	VILOBI D'ONYAR	17185
17079	GIRONA	17190
17155	SALT	17190
17040	ADRI	17199
17040	CANET D'ADRI	17199
17163	CARTELLA	17199
17040	MONTCAL	17199
17163	SANT MEDIR	17199
17163	TAIALA	17199
17117	PALAFRUGELL	17200
17117	CALELLA DE PALAFRUGELL	17210
17117	LLAFRANC	17211
17117	TAMARIU	17212
17013	ESCLANYA	17213
17144	REGENCOS	17214
17160	SANT AMANC	17220
17160	SANT FELIU DE GUIXOLS	17220
17118	PALAMOS	17230
17118	SANT JOAN DE PALAMOS	17230
17089	CANYERA, LA	17240
17089	LLAGOSTERA	17240
17181	ROMANYA DE LA SELVA	17240
17213	SANTA SECLINA	17240
17089	VEINAT DE BRUGUERA	17240
17089	VEINAT DE CANTALLOPS	17240
17089	VEINAT DE CREU DE SERRA	17240
17089	VEINAT DE GAIA	17240
17089	VEINAT DE GANIX	17240
17089	VEINAT DE LLOBATERA	17240
17089	VEINAT DE MATA	17240
17089	VEINAT DE PENEDES	17240
17089	VEINAT DE SANT LLORENC	17240
17089	VEINAT POCAFARINA (AY LLAGOSTE)	17240
17142	CREUETA, LA	17241
17142	PALOL D'ONYAR	17241
17142	CASTELLAR DE LA SELVA	17242
17142	MONTNEGRE	17242
17142	QUART	17242
17142	SANT MATEU DE MONTNEGRE	17242
17090	EROLS	17243
17090	LLAMBILLES	17243
17044	CASSA DE LA SELVA	17244
17901	SANTA PELLAIA	17244
17044	VEINAT DE SANGOSTA	17244
17044	VEINAT DE VERNEDA	17244
17181	BELL-LLOC	17245
17181	CANYET DE MAR	17246
17181	SANTA CRISTINA D'ARO	17246
17181	SOLIUS	17246
17181	VILAR, EL	17246
17048	S'AGARO	17248
17048	CASTELL-PLATJA D'ARO	17249
17048	PLATJA D'ARO	17250
17034	CALONGE	17251
17034	SANT ANTONI DE CALONGE	17252
17110	MONT-RAS	17253
17209	VALL-LLOBREGA	17253
17013	AIGUABLAVA, D'	17255
17013	AIGUAFREDA, D'	17255
17013	BEGUR	17255
17013	FORNELLS, DE	17255
17013	RACO, DEL	17255
17013	SA RIERA, DE	17255
17013	SA TUNA, DE	17255
17121	FONTCLARA	17256
17124	MASOS DE PALS, ELS	17256
17121	PALAU-SATOR	17256
17124	PALS	17256
17121	SANT FELIU DE BOADA	17256
17121	SANT JULIA DE BOADA	17256
17070	FONTANILLES	17257
17081	GUALTA	17257
17070	LLABIA	17257
17199	TORROELLA DE MONTGRI	17257
17199	ESTARTIT, L'	17258
17023	BLANES	17300
17095	CANYELLES (AYTO LLORET MAR)	17310
17095	LLORET DE MAR	17310
17202	CANYELLES (AYTO TOSSA)	17320
17202	TOSSA DE MAR	17320
17027	BREDA	17400
17009	ARBUCIES	17401
17009	JOANET	17402
17146	FOGUERES DE MONTSORIU	17403
17164	SANT HILARI SACALM	17403
17146	COMTE D'ALBA DE LISTE	17404
17146	RIELLS (MUNICIPIO)	17404
17146	VIABREA	17404
17063	ESPINELVES	17405
17220	VILADRAU	17406
17220	VILARNAU	17406
17193	MALLORQUINES, LES	17410
17193	SILS	17410
17193	VALLCANERA	17410
17213	VIDRERES	17411
17103	MAÇANET DE LA SELVA	17412
17103	MOLI, EL	17412
17148	MALLORQUINES	17420
17148	ESPARRA, L'	17421
17148	RIUDARENES	17421
17180	SANTA COLOMA DE FARNERS	17430
17028	BRUNYOLA	17441
17028	SANT MARTI SAPRESA	17441
17116	SANTA CREU D'HORTA	17442
17180	CASTANYET	17443
17180	CLADELLS	17444
17180	SANT PERE CERCADA	17445
17083	HOSTALRIC	17450
17159	GASERANS	17451
17159	GRIONS	17451
17159	SANT FELIU DE BUIXALLEU	17451
17101	MASSANES	17452
17103	MARTORELL DE LA SELVA	17453
17157	SANT ANDREU SALOU	17454
17033	CALDES DE MALAVELLA	17455
17033	VEINAT DE LES MATEUES, EL	17455
17033	FRANCIACH	17456
17150	RIUDELLOTS DE LA SELVA	17457
17073	FORNELLS DE LA SELVA	17458
17038	CAMPLLONG	17459
17049	CELRA	17460
17079	CAMPDORA	17461
17025	BORDILS	17462
17087	JUIA	17462
17097	MADREMANYA	17462
17173	SANT MARTI VELL	17462
17097	VILERS	17462
17067	FLAÇA	17463
17168	SANT JOAN DE MOLLET	17463
17068	SANT LLORENÇ DE LES ARENES	17463
17050	CERVIA DE TER	17464
17216	FELLINES	17464
17216	MAS NICOLAU	17464
17050	RASET	17464
17166	SANT JORDI DESVALLS	17464
17166	SOBRANIGUES	17464
17166	VEINAT DE DIANA	17464
17216	VILADASENS	17464
17187	CAMALLERA	17465
17222	CAMALLERA	17465
17187	LLAMPAIES	17465
17076	GARRIGOLES	17466
17232	GAÜSES	17466
17076	OLIVES, LES	17466
17015	PINS	17466
17232	VALLDAVIA	17466
17232	VILOPRIU	17466
17176	SANT MORI	17467
17187	SAUS	17467
17218	GALLINERS	17468
17218	OLIVES (AYTO VILADEMULS)	17468
17218	ORFES	17468
17016	ORRIOLS	17468
17218	PARETS D'EMPORDA	17468
17218	SANT ESTEVE DE GUIALBES	17468
17218	SANT MARÇAL DE QUARANTELLA	17468
17218	TERRADELLES	17468
17218	VILADEMULS	17468
17218	VILAFRESER	17468
17218	VILAMARI	17468
17005	FAR D'EMPORDA, EL	17469
17074	FORTIA	17469
17226	PONT DEL PRINCEP	17469
17151	RIUMORS	17469
17052	SIURANA	17469
17005	VEINAT DE L'OLIVA	17469
17226	VILAMALLA	17469
17210	MASOS, ELS	17470
17178	SANT PERE PESCADOR	17470
17011	ARMENTERA, L'	17472
17210	MONTIRO	17472
17210	SALDET	17473
17210	VALVERALLA	17473
17210	VENTALLO	17473
17198	SANT TOMAS DE FLUVIA	17474
17198	TORROELLA DE FLUVIA	17474
17198	VILACOLUM	17474
17225	VILAMACOLUM	17474
17175	SANT MIQUEL DE FLUVIA	17475
17210	VILA-ROBAU	17475
17075	ARENYS D'EMPORDA	17476
17075	ERMEDAS (AYTO GARRIGAS)	17476
17075	GARRIGAS	17476
17119	PALAU DE SANTA EULALIA	17476
17119	SANTA EULALIA	17476
17075	TONYA	17476
17152	CANYELLES ALMADRABA (AJUNTAMENT ROSES)	17480
17152	MAS FUMATS, EL	17480
17152	MAS OLIVA, EL	17480
17152	MONTJOI	17480
17152	ROSES	17480
17169	MONTAGUT (AJUNTAMENT SAN JULIA RAM)	17481
17169	SANT JULIA DE RAMIS	17481
17169	MEDINYA	17482
17169	TOMET, EL	17482
17016	BASCARA	17483
